I-iSQI,I-bSQI,I-pSQI,I-sSQI,I-kSQI,I-fSQI,II-iSQI,II-bSQI,II-pSQI,II-sSQI,II-kSQI,II-fSQI,III-iSQI,III-bSQI,III-pSQI,III-sSQI,III-kSQI,III-fSQI,AVR-iSQI,AVR-bSQI,AVR-pSQI,AVR-sSQI,AVR-kSQI,AVR-fSQI,AVL-iSQI,AVL-bSQI,AVL-pSQI,AVL-sSQI,AVL-kSQI,AVL-fSQI,AVF-iSQI,AVF-bSQI,AVF-pSQI,AVF-sSQI,AVF-kSQI,AVF-fSQI,V1-iSQI,V1-bSQI,V1-pSQI,V1-sSQI,V1-kSQI,V1-fSQI,V2-iSQI,V2-bSQI,V2-pSQI,V2-sSQI,V2-kSQI,V2-fSQI,V3-iSQI,V3-bSQI,V3-pSQI,V3-sSQI,V3-kSQI,V3-fSQI,V4-iSQI,V4-bSQI,V4-pSQI,V4-sSQI,V4-kSQI,V4-fSQI,V5-iSQI,V5-bSQI,V5-pSQI,V5-sSQI,V5-kSQI,V5-fSQI,V6-iSQI,V6-bSQI,V6-pSQI,V6-sSQI,V6-kSQI,V6-fSQI,label
4.000000e-01,2.500000e-01,7.590025e-01,1.243490e+00,1,4.060812e-02,4.000000e-01,2.500000e-01,1.018332e+00,3.481703e-01,1,2.440488e-02,4.000000e-01,2.500000e-01,1.294940e+00,-7.831836e-01,1,1.260252e-02,4.000000e-01,2.500000e-01,8.988262e-01,-1.420959e+00,1,2.260452e-02,4.000000e-01,2.500000e-01,1.110841e+00,-1.985151e+00,1,1.620324e-02,4.000000e-01,2.500000e-01,1.180079e+00,6.096084e-01,1,2.160432e-02,1.666667e-01,2.500000e-01,7.574642e-01,-1.456782e+00,1,1.860372e-02,4.000000e-01,2.500000e-01,8.733674e-01,-1.928677e+00,1,3.520704e-02,4.000000e-01,2.500000e-01,1.153299e+00,-2.292877e+00,1,2.880576e-02,4.000000e-01,2.500000e-01,1.111309e+00,-1.153773e+00,1,1.700340e-02,4.000000e-01,2.500000e-01,1.055733e+00,8.240843e-01,1,1.940388e-02,4.000000e-01,2.500000e-01,1.011943e+00,1.446682e+00,1,2.720544e-02,1
2.500000e-01,1.818182e-01,1.145861e+00,-8.933312e-01,1,3.040608e-02,2.500000e-01,1.666667e-01,7.484394e-01,-1.372761e+00,1,1.480296e-02,1.111111e-01,1.818182e-01,1.240383e+00,-2.217179e+00,1,1.320264e-02,2.500000e-01,1.818182e-01,1.132103e+00,1.600571e+00,1,1.860372e-02,0,1.818182e-01,8.389188e-01,-1.086468e+00,1,1.360272e-02,1.111111e-01,1.818182e-01,1.198396e+00,5.132303e-01,1,1.820364e-02,2.500000e-01,1.818182e-01,1.254118e+00,1.617710e+00,1,3.820764e-02,2.500000e-01,1.818182e-01,1.168647e+00,6.923051e-01,1,2.060412e-02,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,2.500000e-01,1.538462e-01,1.803119e+00,-6.198427e-02,1,1.360272e-02,2.500000e-01,1.666667e-01,1.236630e+00,-1.510118e+00,1,1.680336e-02,2.500000e-01,0,1.549371e-01,1.273258e-01,1,4.400880e-03,-1
1.428571e-01,2.000000e-01,8.872310e-01,1.152880e-01,1,3.320664e-02,3.333333e-01,2.000000e-01,7.323325e-01,2.992952e-01,1,1.600320e-02,1.428571e-01,2.000000e-01,8.556393e-01,-2.008939e+00,1,1.860372e-02,3.333333e-01,2.000000e-01,6.682571e-01,-4.550854e-01,1,1.900380e-02,1.428571e-01,2.000000e-01,7.716269e-01,-3.108545e-01,1,1.280256e-02,3.333333e-01,2.000000e-01,8.901637e-01,1.112056e-01,1,3.140628e-02,3.333333e-01,0,4.442713e-01,3.383980e-01,1,1.920384e-02,3.333333e-01,2.000000e-01,6.288074e-01,-2.469218e+00,1,4.700940e-02,3.333333e-01,2.000000e-01,1.220883e+00,-1.764680e+00,1,1.620324e-02,3.333333e-01,2.000000e-01,8.436684e-01,-4.780380e-01,1,1.560312e-02,3.333333e-01,2.000000e-01,7.694337e-01,-8.897814e-02,1,2.420484e-02,3.333333e-01,2.000000e-01,6.830218e-01,2.756953e-01,1,3.200640e-02,-1
1.428571e-01,2.000000e-01,1.127638e+00,-5.761810e-02,1,1.040208e-02,3.333333e-01,2.000000e-01,1.219463e+00,4.230736e-01,1,9.201840e-03,1.428571e-01,2.000000e-01,1.100543e+00,7.307074e-01,1,1.840368e-02,3.333333e-01,2.000000e-01,1.185022e+00,-2.392216e-01,1,9.201840e-03,1.428571e-01,2.000000e-01,1.236035e+00,5.798127e-01,1,1.520304e-02,3.333333e-01,2.000000e-01,9.050804e-01,2.451299e+00,1,1.700340e-02,3.333333e-01,2.000000e-01,7.804858e-01,8.393424e-01,1,2.060412e-02,3.333333e-01,2.000000e-01,5.290200e-01,6.373078e-01,0,8.401680e-03,3.333333e-01,2.000000e-01,9.414996e-01,-3.925409e-01,1,1.060212e-02,3.333333e-01,2.000000e-01,1.018610e+00,-3.085850e-01,1,1.080216e-02,3.333333e-01,2.000000e-01,9.637236e-01,-2.149809e-01,1,1.260252e-02,3.333333e-01,2.000000e-01,9.528413e-01,-1.113628e-01,1,2.040408e-02,1
2.000000e-01,2.000000e-01,9.217130e-01,7.672623e-01,1,3.800760e-02,9.090909e-02,2.000000e-01,1.123759e+00,-4.038341e-02,1,1.980396e-02,2.000000e-01,6.666667e-02,7.432017e-01,4.870981e-01,1,1.820364e-02,2.000000e-01,2.000000e-01,1.081676e+00,-3.642013e-01,1,2.280456e-02,9.090909e-02,2.000000e-01,8.059415e-01,-3.150828e-01,1,1.820364e-02,9.090909e-02,1.818182e-01,9.013828e-01,4.839604e-01,1,2.480496e-02,2.000000e-01,2.000000e-01,1.111867e+00,7.889260e-02,1,1.980396e-02,2.000000e-01,1.538462e-01,1.077024e-01,-1.083505e-01,1,1.660332e-02,9.090909e-02,2.000000e-01,3.564207e-01,8.974507e-01,1,1.180236e-02,2.000000e-01,2.000000e-01,7.897885e-01,-1.059376e+00,1,1.700340e-02,2.000000e-01,2.000000e-01,8.538624e-01,-9.115256e-01,1,3.440688e-02,2.000000e-01,2.000000e-01,8.248559e-01,3.660563e-02,1,2.900580e-02,-1
2.500000e-01,2.500000e-01,7.694109e-01,1.717390e+00,1,3.080616e-02,7.142857e-02,2.500000e-01,7.189268e-01,2.571093e+00,1,4.020804e-02,2.500000e-01,2.500000e-01,9.150598e-01,-1.179821e-01,1,3.080616e-02,7.142857e-02,2.500000e-01,8.025810e-01,-2.197965e+00,1,2.980596e-02,2.500000e-01,2.500000e-01,7.337185e-01,1.659823e+00,1,5.341068e-02,7.142857e-02,2.500000e-01,8.786532e-01,1.086521e+00,1,2.820564e-02,2.500000e-01,2.500000e-01,9.409697e-01,-3.186245e+00,1,1.800360e-02,2.500000e-01,2.500000e-01,4.607109e-01,-1.337454e+00,1,7.001400e-03,1.538462e-01,2.500000e-01,4.602322e-01,-9.795872e-01,1,2.520504e-02,7.142857e-02,2.500000e-01,9.495489e-01,1.132767e+00,1,2.360472e-02,2.500000e-01,2.500000e-01,1.047814e+00,2.048169e+00,1,3.840768e-02,2.500000e-01,2.500000e-01,1.018278e+00,2.687904e+00,1,4.140828e-02,1
1.666667e-01,1.538462e-01,2.121658e-01,-3.216560e-02,0,6.801360e-03,0,1.538462e-01,2.887825e-01,1.015333e+00,0,1.640328e-02,1.666667e-01,1.538462e-01,1.575368e-01,9.274390e-02,0,4.400880e-03,1.666667e-01,1.538462e-01,1.548937e-01,-1.707790e-01,0,9.801960e-03,7.692308e-02,1.538462e-01,1.205414e-01,-7.003430e-02,0,9.201840e-03,0,1.538462e-01,1.878421e-01,-8.995665e-02,0,5.601120e-03,1.666667e-01,1.538462e-01,3.722555e-01,-3.419760e-02,0,2.000400e-03,1.666667e-01,1.538462e-01,1.981783e-01,4.367851e-02,0,1.400280e-03,7.692308e-02,1.538462e-01,6.815230e-02,-3.460210e-02,0,3.400680e-03,1.666667e-01,1.538462e-01,5.702163e-02,-2.516586e-01,0,9.801960e-03,7.692308e-02,6.666667e-02,1.090118e-01,3.281408e-01,0,1.300260e-02,7.692308e-02,1.538462e-01,1.965902e-01,-1.530632e-01,0,7.401480e-03,1
6.250000e-02,1.538462e-01,7.951934e-01,1.504907e+00,1,1.020204e-02,1.333333e-01,1.538462e-01,2.915203e-01,-7.556706e-01,1,1.360272e-02,1.333333e-01,1.538462e-01,6.784076e-01,-1.181606e+00,1,9.601920e-03,6.250000e-02,2.500000e-01,5.237313e-01,-1.651093e-01,0,8.801760e-03,1.333333e-01,1.538462e-01,5.336779e-01,-1.005567e+00,1,6.801360e-03,6.250000e-02,1.538462e-01,7.229407e-01,1.333545e+00,1,7.401480e-03,1.333333e-01,1.428571e-01,6.851268e-01,-3.884647e-01,1,1.520304e-02,0,1.600000e-01,1.223255e-01,3.658420e-01,0,1.380276e-02,1.333333e-01,1.538462e-01,5.695544e-01,-7.156707e-01,1,1.720344e-02,1.333333e-01,1.538462e-01,4.707455e-01,-3.346287e-01,1,1.360272e-02,6.250000e-02,1.538462e-01,5.280030e-01,-2.731639e-01,0,1.300260e-02,0,0,4.775280e-02,6.796785e-01,0,9.601920e-03,-1
0,0,3.224333e-02,1.469049e-01,1,1.260252e-02,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,7.500000e-01,0,5.406898e-01,-1.228082e+00,1,9.801960e-03,4.000000e-01,0,5.708414e-01,1.299316e+00,1,2.160432e-02,7.500000e-01,0,1.202456e+00,-1.253765e+00,1,1.420284e-02,4.000000e-01,0,3.688807e-01,1.163398e+00,1,1.100220e-02,0,0,1.155284e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155281e+00,-1.274456e+00,1,2.082416e-01,0,0,1.155284e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155284e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,-1
8.695652e-02,1.764706e-01,3.225066e-01,1.998960e-02,1,1.540308e-02,4.166667e-02,4.545455e-02,3.346158e-01,5.960584e-02,0,1.180236e-02,4.166667e-02,1.875000e-01,2.059910e-01,-4.316807e-01,1,1.220244e-02,8.695652e-02,2.000000e-01,4.909001e-01,1.367661e-01,1,1.020204e-02,4.166667e-02,1.764706e-01,1.203347e-01,-3.850124e-01,1,8.401680e-03,1.363636e-01,1.875000e-01,2.602594e-01,2.417371e-01,1,1.200240e-02,4.166667e-02,2.000000e-01,7.610833e-01,8.119213e-02,0,9.601920e-03,8.695652e-02,2.142857e-01,1.577672e-01,-1.738639e-01,0,1.520304e-02,4.166667e-02,2.142857e-01,6.591967e-01,-2.107678e-01,0,1.280256e-02,8.695652e-02,0,4.299827e-01,-4.858587e-01,0,1.700340e-02,8.695652e-02,2.142857e-01,7.575514e-01,-1.052961e+00,1,1.620324e-02,1.363636e-01,2.142857e-01,7.387288e-01,-9.104270e-01,1,1.480296e-02,1
2.857143e-01,1.333333e-01,8.954903e-01,-6.708789e-01,1,1.240248e-02,2.857143e-01,1.428571e-01,4.999641e-01,-3.289715e-01,0,3.600720e-03,2.857143e-01,1.428571e-01,6.182222e-01,-5.512253e-01,0,4.000800e-03,1.250000e-01,1.333333e-01,3.805210e-01,3.267684e-02,0,4.400880e-03,2.857143e-01,1.428571e-01,5.534862e-01,-4.792948e-01,0,6.401280e-03,2.857143e-01,1.428571e-01,8.904356e-01,4.854769e-01,0,6.601320e-03,2.857143e-01,1.428571e-01,1.626202e+00,-6.361377e-02,0,1.100220e-02,2.857143e-01,1.428571e-01,9.115716e-01,-5.416483e-01,0,9.601920e-03,1.250000e-01,7.142857e-02,1.055992e-01,8.113567e-03,0,5.801160e-03,2.857143e-01,1.333333e-01,1.080455e+00,-8.376704e-01,0,7.001400e-03,2.857143e-01,1.333333e-01,5.945281e-01,-9.315729e-01,0,6.001200e-03,2.857143e-01,1.428571e-01,1.698390e+00,-1.387208e+00,0,8.201640e-03,1
0,0,2.927687e-01,-8.242117e-01,0,2.600520e-02,0,1.666667e-01,1.210690e+00,1.839800e-01,0,9.201840e-03,5.555556e-02,1.666667e-01,2.348488e+00,3.422860e-01,0,8.601720e-03,1.176471e-01,1.333333e-01,3.975193e-01,-8.320192e-02,0,1.920384e-02,5.555556e-02,1.666667e-01,1.889958e+00,2.637027e-01,0,1.080216e-02,5.555556e-02,1.666667e-01,2.051284e+00,-4.813110e-01,0,8.801760e-03,5.555556e-02,1.538462e-01,5.858698e-01,3.523839e-02,0,2.160432e-02,5.555556e-02,1.538462e-01,8.770639e-01,7.782168e-03,0,2.060412e-02,5.555556e-02,1.666667e-01,1.993088e-01,1.107289e-01,0,1.500300e-02,0,1.666667e-01,3.587995e-01,1.246626e-01,0,9.601920e-03,1.176471e-01,1.666667e-01,4.435773e-01,2.942050e-01,0,1.020204e-02,5.555556e-02,1.666667e-01,7.117570e-01,2.132465e-02,0,2.600520e-02,1
2.857143e-01,1.176471e-01,9.885808e-01,7.040014e-01,1,1.260252e-02,2.857143e-01,1.176471e-01,9.409785e-01,9.363635e-01,1,1.840368e-02,2.857143e-01,1.176471e-01,1.066744e+00,-8.832126e-01,1,1.500300e-02,2.857143e-01,1.176471e-01,9.768242e-01,-7.574250e-01,1,9.801960e-03,2.857143e-01,1.176471e-01,1.206229e+00,-2.199611e+00,1,1.100220e-02,1.250000e-01,1.176471e-01,9.878258e-01,7.152764e-01,1,1.080216e-02,1.250000e-01,1.176471e-01,7.765842e-01,-2.023085e-01,1,1.220244e-02,1.250000e-01,1.176471e-01,9.790433e-01,-6.706224e-01,0,6.801360e-03,2.857143e-01,1.176471e-01,7.616616e-01,-1.925153e+00,1,1.520304e-02,2.857143e-01,1.176471e-01,9.148450e-01,-1.485453e+00,1,1.880376e-02,2.857143e-01,1.176471e-01,9.485115e-01,-7.602556e-02,1,1.560312e-02,2.857143e-01,1.176471e-01,9.872701e-01,6.429436e-01,1,1.460292e-02,1
2.500000e-01,2.142857e-01,9.037957e-01,-1.395174e+00,1,8.601720e-03,1.538462e-01,2.142857e-01,2.794826e-01,-3.101607e-01,0,9.001800e-03,2.500000e-01,2.142857e-01,8.543376e-01,8.481323e-01,0,6.001200e-03,1.538462e-01,2.142857e-01,9.918567e-01,1.670718e+00,1,1.080216e-02,2.500000e-01,2.142857e-01,6.927239e-01,4.768699e-01,0,9.001800e-03,2.500000e-01,2.142857e-01,8.666606e-01,-1.101034e+00,1,8.601720e-03,0,2.142857e-01,1.031349e+00,5.637199e-01,0,1.240248e-02,2.500000e-01,2.142857e-01,1.004098e+00,-1.075672e+00,1,1.220244e-02,7.142857e-02,2.142857e-01,1.145418e+00,-3.027954e-01,1,1.460292e-02,2.500000e-01,2.142857e-01,1.026538e+00,-1.430109e+00,1,1.360272e-02,1.538462e-01,2.142857e-01,1.081684e+00,-2.480694e+00,1,3.220644e-02,0,0,0,0,1,1,-1
2.500000e-01,1.764706e-01,1.164599e+00,4.064140e-01,1,1.220244e-02,2.500000e-01,1.764706e-01,1.185831e+00,1.116733e+00,1,9.601920e-03,1.538462e-01,1.764706e-01,1.030393e+00,1.881491e-01,1,1.080216e-02,2.500000e-01,1.764706e-01,1.156911e+00,-7.577853e-01,1,9.201840e-03,2.500000e-01,1.764706e-01,7.888097e-01,9.991718e-02,1,1.400280e-02,7.142857e-02,2.307692e-01,1.138905e+00,5.516167e-02,1,7.401480e-03,7.142857e-02,1.764706e-01,6.219340e-01,-2.388970e-01,0,6.801360e-03,1.538462e-01,1.176471e-01,5.141609e-01,-4.099522e-01,0,4.200840e-03,1.538462e-01,1.176471e-01,1.236954e+00,-1.009391e+00,1,5.401080e-03,2.500000e-01,1.764706e-01,1.232841e+00,-1.047425e+00,1,8.601720e-03,2.500000e-01,1.764706e-01,1.194000e+00,1.694180e-01,1,1.540308e-02,2.500000e-01,1.764706e-01,1.176516e+00,4.514429e-01,1,1.740348e-02,1
1.250000e-01,1.666667e-01,8.162864e-01,1.273859e+00,1,1.040208e-02,2.857143e-01,1.666667e-01,8.220046e-01,1.360638e+00,1,9.601920e-03,2.857143e-01,1.666667e-01,9.349581e-01,2.829843e+00,1,9.001800e-03,2.857143e-01,1.666667e-01,1.106014e+00,-1.563897e+00,1,7.401480e-03,2.857143e-01,1.666667e-01,8.433017e-01,1.270955e+00,1,1.280256e-02,1.250000e-01,1.666667e-01,8.155171e-01,-9.123327e-01,1,1.160232e-02,2.857143e-01,1.666667e-01,6.522441e-01,-7.510877e-01,1,1.320264e-02,2.857143e-01,1.666667e-01,5.806505e-01,-1.888826e+00,1,1.580316e-02,2.857143e-01,1.666667e-01,4.393916e-01,-8.926516e-01,1,1.120224e-02,1.250000e-01,1.666667e-01,1.125116e+00,2.095551e+00,1,1.160232e-02,2.857143e-01,1.666667e-01,1.084783e+00,1.685978e+00,1,1.060212e-02,2.857143e-01,1.666667e-01,1.085863e+00,1.545767e+00,1,1.260252e-02,1
8.333333e-02,2.000000e-01,1.582423e+00,8.527742e-02,1,1.920384e-02,8.333333e-02,2.000000e-01,9.909918e-01,8.191311e-01,1,3.520704e-02,1.818182e-01,2.000000e-01,2.042179e+00,4.690916e-01,1,1.300260e-02,0,2.000000e-01,1.025358e+00,-1.148476e+00,1,2.920584e-02,1.818182e-01,2.000000e-01,1.995010e+00,6.681828e-01,1,1.640328e-02,1.818182e-01,2.000000e-01,1.888941e+00,-2.596699e-01,1,2.200440e-02,8.333333e-02,1.818182e-01,8.152850e-01,3.614964e-01,1,3.500700e-02,8.333333e-02,2.000000e-01,9.851772e-01,2.347765e-01,1,1.400280e-02,0,0,1.155284e+00,-1.274456e+00,1,2.080416e-01,8.333333e-02,2.000000e-01,1.470987e+00,5.195014e-01,1,2.320464e-02,1.818182e-01,0,1.139867e-01,7.186310e-02,1,2.800560e-03,1.818182e-01,2.000000e-01,9.775757e-01,-2.495052e-01,1,2.840568e-02,-1
3.000000e-01,2.307692e-01,6.668217e-01,4.528807e-01,1,3.080616e-02,1.818182e-01,2.307692e-01,1.174707e+00,1.899492e-01,1,2.500500e-02,3.000000e-01,2.307692e-01,8.153315e-01,-1.361976e+00,1,1.640328e-02,3.000000e-01,2.307692e-01,8.905814e-01,-2.058521e-01,1,2.420484e-02,3.000000e-01,2.307692e-01,4.550887e-01,7.353562e-01,1,2.460492e-02,8.333333e-02,0,7.418856e-01,8.544802e-01,1,2.540508e-02,3.000000e-01,2.307692e-01,1.041094e+00,-2.311878e-01,1,1.220244e-02,3.000000e-01,2.307692e-01,1.182637e+00,8.500683e-02,0,1.000200e-02,3.000000e-01,2.307692e-01,9.880170e-01,-1.006740e-02,0,1.320264e-02,8.333333e-02,6.250000e-02,3.653839e-01,3.613121e-01,0,2.520504e-02,3.000000e-01,2.307692e-01,5.988444e-01,5.182210e-01,1,2.300460e-02,3.000000e-01,2.307692e-01,4.456232e-01,4.215081e-01,1,1.360272e-02,1
3.000000e-01,2.307692e-01,7.616479e-01,5.948013e-01,1,2.920584e-02,1.818182e-01,2.307692e-01,6.101497e-01,2.685795e-01,1,1.940388e-02,1.818182e-01,2.307692e-01,1.105310e+00,-1.682455e-01,1,2.480496e-02,1.818182e-01,2.307692e-01,6.587038e-01,-4.220806e-01,1,2.000400e-02,1.818182e-01,3.333333e-01,8.201815e-01,1.243618e-01,1,2.260452e-02,3.000000e-01,2.307692e-01,7.096291e-01,7.002347e-01,1,4.720944e-02,3.000000e-01,2.307692e-01,8.059297e-01,-1.711910e+00,1,3.340668e-02,1.818182e-01,2.307692e-01,7.484074e-01,-2.396667e+00,1,1.380276e-02,1.818182e-01,2.307692e-01,8.493590e-01,-2.279731e+00,1,1.960392e-02,3.000000e-01,2.307692e-01,7.251141e-01,-5.663018e-01,1,2.560512e-02,3.000000e-01,2.307692e-01,6.981149e-01,2.048405e-01,1,2.460492e-02,1.818182e-01,2.307692e-01,6.813851e-01,4.292472e-01,1,3.180636e-02,1
2.857143e-01,1.428571e-01,7.281143e-01,-4.473956e-02,1,1.580316e-02,1.250000e-01,1.333333e-01,2.250811e-01,4.159437e-01,1,1.120224e-02,2.857143e-01,1.333333e-01,3.696853e-01,8.736452e-01,1,1.200240e-02,2.857143e-01,1.428571e-01,6.389967e-01,-1.056155e-01,1,1.520304e-02,2.857143e-01,1.428571e-01,2.928684e-01,8.130612e-01,1,1.700340e-02,2.857143e-01,2.500000e-01,4.574050e-01,-6.283177e-01,1,1.880376e-02,2.857143e-01,1.428571e-01,8.938859e-01,-1.855895e-01,1,9.001800e-03,2.857143e-01,1.428571e-01,1.051006e+00,-9.452441e-02,1,1.740348e-02,1.250000e-01,1.428571e-01,2.999837e-01,2.013448e-01,1,1.960392e-02,2.857143e-01,1.428571e-01,1.599066e-01,-1.726253e-01,1,1.760352e-02,2.857143e-01,1.428571e-01,1.440814e-01,-2.356857e-01,1,2.080416e-02,2.857143e-01,1.428571e-01,1.521175e-01,3.764014e-01,1,1.960392e-02,1
3.333333e-01,1.875000e-01,8.256397e-01,4.420899e-01,1,5.401080e-03,3.333333e-01,1.875000e-01,1.153822e+00,7.226973e-01,1,6.801360e-03,9.090909e-02,2.142857e-01,7.324279e-01,9.242356e-01,1,7.601520e-03,3.333333e-01,1.875000e-01,9.448420e-01,-5.729808e-01,1,4.400880e-03,2.000000e-01,1.875000e-01,1.151514e+00,9.830624e-01,1,6.001200e-03,3.333333e-01,1.875000e-01,7.459439e-01,1.780613e-01,1,5.201040e-03,2.000000e-01,1.875000e-01,9.839753e-01,-7.126838e-01,1,8.401680e-03,3.333333e-01,1.875000e-01,1.159661e+00,-2.636843e-01,1,1.480296e-02,2.000000e-01,1.875000e-01,9.980846e-01,-2.590248e-01,1,7.601520e-03,2.000000e-01,1.875000e-01,9.188199e-01,3.827389e-01,1,7.601520e-03,3.333333e-01,1.875000e-01,8.802394e-01,4.578207e-01,1,8.401680e-03,3.333333e-01,1.875000e-01,9.584454e-01,3.538687e-01,1,9.601920e-03,1
0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,0,0,0,1,0,0,1.155274e+00,1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,-1
0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,0,0,0,1,0,0,1.155274e+00,1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.718544e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,-1
2.222222e-01,2.500000e-01,8.641141e-01,4.699582e-01,1,2.000400e-02,2.222222e-01,2.500000e-01,5.901447e-01,3.513991e-02,1,6.201240e-03,2.222222e-01,3.333333e-01,4.291329e-01,5.288665e-01,1,4.000800e-03,2.222222e-01,2.500000e-01,7.912404e-01,-8.910882e-02,1,1.300260e-02,2.222222e-01,2.500000e-01,3.807689e-01,1.933323e-01,1,6.401280e-03,2.222222e-01,2.500000e-01,1.062286e+00,4.268126e-01,1,8.201640e-03,2.222222e-01,2.500000e-01,8.828668e-01,-1.558041e+00,1,1.720344e-02,2.222222e-01,2.500000e-01,5.660730e-01,-4.847642e-01,1,8.001600e-03,0,2.142857e-01,1.112071e-01,4.081871e-01,0,1.080216e-02,1.000000e-01,2.500000e-01,3.878529e-01,-1.642985e-01,0,1.660332e-02,2.222222e-01,2.500000e-01,8.044688e-01,2.885651e-02,1,2.040408e-02,2.222222e-01,2.500000e-01,9.517240e-01,2.135809e-01,1,1.340268e-02,1
1.666667e-01,2.000000e-01,1.008079e+00,-9.639905e-01,1,6.401280e-03,2.727273e-01,2.000000e-01,1.223317e+00,-1.597088e-01,1,6.401280e-03,1.666667e-01,2.000000e-01,1.117373e+00,6.638291e-01,1,7.201440e-03,2.727273e-01,2.000000e-01,1.171790e+00,6.517997e-01,1,6.401280e-03,2.727273e-01,2.000000e-01,1.210933e+00,2.556349e-01,1,4.200840e-03,2.727273e-01,2.000000e-01,8.480604e-01,-1.030283e+00,1,6.201240e-03,2.727273e-01,2.000000e-01,1.287570e+00,-9.563783e-02,1,1.540308e-02,2.727273e-01,2.000000e-01,1.183939e+00,-6.407767e-01,1,1.060212e-02,1.666667e-01,2.000000e-01,9.858343e-01,-1.292488e+00,1,6.201240e-03,2.727273e-01,2.000000e-01,1.055692e+00,-2.253445e+00,1,4.200840e-03,2.727273e-01,2.000000e-01,1.034094e+00,-9.765662e-01,1,1.200240e-02,1.666667e-01,2.000000e-01,1.060683e+00,-3.828803e-01,1,1.400280e-02,1
2.500000e-01,2.222222e-01,8.173853e-01,4.966207e-01,1,1.400280e-02,2.500000e-01,2.222222e-01,8.596590e-01,1.022498e+00,1,1.120224e-02,0,2.222222e-01,4.696680e-01,8.352175e-01,1,2.000400e-02,2.500000e-01,2.222222e-01,8.225656e-01,-8.102423e-01,1,8.201640e-03,2.500000e-01,2.222222e-01,7.788604e-01,1.195300e+00,1,1.420284e-02,2.500000e-01,2.222222e-01,9.083978e-01,6.880611e-01,1,1.740348e-02,2.500000e-01,2.222222e-01,8.932092e-01,-1.116798e+00,1,3.220644e-02,1.111111e-01,1.176471e-01,3.086815e-01,-4.884320e-01,0,1.360272e-02,2.500000e-01,2.222222e-01,6.061929e-01,-4.562486e-01,1,1.100220e-02,2.500000e-01,2.222222e-01,1.045454e+00,3.776688e-02,1,1.480296e-02,2.500000e-01,2.222222e-01,9.794144e-01,3.857047e-01,1,1.540308e-02,2.500000e-01,2.222222e-01,9.727237e-01,6.824424e-01,1,2.620524e-02,1
1.818182e-01,1.333333e-01,8.498216e-01,-3.955711e-01,1,2.440488e-02,8.333333e-02,1.428571e-01,7.349885e-01,8.370028e-01,1,2.000400e-02,8.333333e-02,1.333333e-01,3.518743e-01,-6.804247e-02,1,1.240248e-02,1.818182e-01,1.428571e-01,7.405973e-01,-3.373503e-02,1,2.580516e-02,1.818182e-01,1.250000e-01,4.308248e-01,1.927535e-01,1,1.980396e-02,8.333333e-02,1.428571e-01,7.538404e-01,-1.748184e-01,1,1.600320e-02,1.818182e-01,0,1.529259e-01,1.206880e-01,1,4.400880e-03,8.333333e-02,0,2.621309e-01,-7.136705e-01,1,6.401280e-03,8.333333e-02,1.428571e-01,4.748158e-01,8.301658e-01,1,2.060412e-02,8.333333e-02,1.428571e-01,6.532511e-01,5.936641e-01,1,1.920384e-02,1.818182e-01,1.428571e-01,6.440452e-01,5.589520e-01,1,1.820364e-02,0,0,1.155274e+00,-1.274456e+00,1,2.080416e-01,-1
